SONA ID	Translations number	Original Spanish	Official translation	Machine translation	Learner translation	Edited translation	Closest translation with the same meaning	Notes
14599	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	if it is necessary to say agreement	if it is necessary to say agreement	And to get it, it is necessary to be direct. Thats fine. I think we can come to an agreement. 	
16897	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	do not understand		And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
18229	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	we need an agreement	we need an agreement	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
17803	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i am well i think	i am well i think	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
17602	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i cannot follow i am good	i cannot follow i am good	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
15997	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	necessary say it agreement	necessary say it agreement	And to get it, it is necessary to say it directly. Thats fine. I think we can come to an agreement. 	
11167	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	thats good leather	that's good leather	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
18049	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	advise that's good leather	advise that's good leather	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
15475	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	thirty i am well	thirty i am well	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
17029	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i didnt understand		And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
16261	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and following something no it's fine	and following something no it's fine	And to get it, I need to be direct. Its fine. I think we can come to an agreement. 	Seguir means follow which is probably what they heard for conseguir 
14284	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it's ok i want to be in agreement	it's ok i want to be in agreement	And to get it, I need to be direct. Its ok. I think we can be in an agreement. 	
16963	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it's different clients	it's different clients	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
14002	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	we need to find a time	we need to find a time	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
12385	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	you dont have to	you don't have to	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
18610	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	that is good dear	that is good dear	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
16240	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	you're right but do we agree about	you're right but do we agree about	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
10819	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	that's great!	that's great!	And to get it, I need to be direct. Thats great. I think we can come to an agreement. 	
18238	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	whatever you want sounds good i believe that we can reach an agreement	whatever you want sounds good i believe that we can reach an agreement	And to get it, I need to be direct. Sounds good. I believe that we can reach an agreement. 	
14794	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	to follow its good	to follow it's good	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
17236	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	but it is important to be different	but it is important to be different	And to get it, it is important that I be direct. Thats fine. I think we can come to an agreement. 	
14797	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	yes i feel the same way	yes i feel the same way	And to get it, I need to be direct. Thats fine. I think we can come to an agreement. 	
14800	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	different it's good	different it's good	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
18817	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it's fine i believe we can come down for the final part	it's fine i believe we can come down for the final part	And to get it, I have to be direct. It's fine. I believe we can come to a final agreement. 	
18802	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it's alright i think we can come to an agreement	it's alright i think we can come to an agreement	And to get it, I have to be direct. It's alright. I think we can come to an agreement. 	
18820	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and to get what i want it's important to be direct okay i think we could come to an agreement	and to get what i want it's important to be direct okay i think we could come to an agreement	And to get what i want, it's important to be direct. okay. I think we could come to an agreement	
18901	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i want i'm good	i want i'm good	And to get it, I have to be direct. Thats fine. I think that we can reach an agreement. 	
18967	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	dont remember the first part it's okay i think we can reach an agreement	it's okay i think we can reach an agreement	And to get it, I have to be direct. Its okay. I think that we can reach an agreement. 	
18925	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	honestly didn't get this one		And to get it, I have to be direct. Thats fine. I think that we can reach an agreement. 	
17368	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	im good	i'm good	And to get it, I have to be direct. Thats fine. I think that we can reach an agreement. 	
18931	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i think we can come to an accord	i think we can come to an accord	And to get it, I have to be direct. Thats fine. I think that we can come to an agreement. 	
10603	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it is okay i agree	it is okay i agree	And to get it, I have to be direct. Its okay. I think that we can reach an agreement. 	
19039	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and if i want to get what i want then i need to say something okay i think we could come up with an agreement	and if i want to get what i want then i need to say something okay i think we could come up with an agreement	and if i want to get what i want then i need to say something directly. okay. i think we could come up with an agreement	
18919	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it's okay i want to you remember something	it's okay i want to you remember something	And to get it, I have to be direct. Its okay. I think we can come to an agreement. 	
10531	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	its good i agree	it's good i agree	And to get it, I have to be direct. Its fine. I think we can come to an agreement. 	
19183	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and to get it i think i have to say face to face i agree i think we can come to an agreement	and to get it i think i have to say face to face i agree i think we can come to an agreement	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
18583	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and to continue follow that is good	and to continue follow that is good	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
18871	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i am good i think we can arrive at an agreement	i am good i think we can arrive at an agreement	And to get it, I have to be direct. Thats fine. I think we can arrive at an agreement. 	
19012	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	the clients need to sit at the front	the clients need to sit at the front	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
17254	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	it's fine it's sane	it's fine it's sane	And to get it, I have to be direct. It's fine. I think we can come to an agreement. 	
19066	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	what i want is different	what i want is different	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
13777	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and to get what i want i have to be direct alright lets come to an agreement	and to get what i want i have to be direct alright lets come to an agreement	And to get what i want i have to be direct. alright. i think we can come to an agreement	
16681	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i want that its good	i want that it's good	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
18082	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	this is good	this is good	And to get it, I have to be direct. This is good. I think we can come to an agreement. 	
19489	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	very well	very well	And to get it, I have to be direct. Very well. I think we can come to an agreement. 	
18787	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	want to continue to the front with caution	want to continue to the front with caution	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
17149	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	and to get them	and to get them	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
17116	1	Y para conseguirlo, es necesario decirlo de frente. Est? bien. Creo que podemos llegar a un acuerdo.	And to get it, I have to be very direct .All right. I think we can come to an agreement.	And to achieve it, it is necessary to say it in front. It's okay. I think we can reach an agreement.	i'm well	i'm well	And to get it, I have to be direct. Thats fine. I think we can come to an agreement. 	
12550	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	confront my friend	confront my friend	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
17551	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	we are enemies and we must resist	we are enemies and we must resist	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
18430	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	and when i get here to my own house i still find the enemy here i still find the enemy	and when i get here to my own house i still find the enemy here i still find the enemy	And when i get here, to my own house, i still find the enemy here. I have to deal with resistance here, too. 	
15163	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	i am always here during resistance	i am always here during resistance	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
15535	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	at my own house with my friend	at my own house with my friend	And when I get here, at my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
17581	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	here i will confront the problem i will be a part of the resistance	here i will confront the problem i will be a part of the resistance	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
15040	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	i go from here! i also find the resistance here!	i go from here! i also find the resistance here!	And when I get here, to my own house, I have to confront the enemy. I also find resistance here  	
18298	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	at my own house friend	at my own house friend	And when I get here, at my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
18550	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	come here my own house with my brother	come here my own house with my brother	And when I come here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
11434	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	and when i get home to my own house i also have to confront the enemy in my own house i find resistance	and when i get home to my own house i also have to confront the enemy in my own house i find resistance	And when i get home to my own house, I also have to confront the enemy. In my own house i find resistance also	
18556	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	and when i get here i also see an enemy even here i find resistance	and when i get here i also see an enemy even here i find resistance	And when i get here, to my own house, I also see an enemy. Even here i find resistance	
18583	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	in my own house how can you confront me in front of my son i resist it	in my own house how can you confront me in front of my son i resist it	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
14599	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	my house also my enemy	my house also my enemy	And when I get here, to my house, I also have to confront my enemy. I have to deal with resistance here, too. 	
16897	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	my friend house	my friend house	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
18574	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	i will face my friend	i will face my friend	And when I get here, to my own house, I have to face the enemy. I have to deal with resistance here, too. 	
18229	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	i also am here in resistance	i also am here in resistance	And when I get here, to my own house, I also have to confront the enemy. I have to deal with resistance here, too. 	
17803	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	my own house and my enemy	my own house and my enemy	And when I get here, to my own house, I have to confront my enemy. I have to deal with resistance here, too. 	
17758	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	my friend resistance	my friend resistance	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
17602	7	Y cuando llego aqu?, a mi propia casa, tambi?n tengo que enfrentarme al enemigo. Tambi?n aqu? encuentro resistencia.	And when I come home to my own house, I have to face another enemy. -I have to deal with resistance here, too.	And when I get here, to my own house, I also have to face the enemy. I also find resistance here.	and here i am next to my friend	and here i am next to my friend	And when I get here, to my own house, I have to confront the enemy. I have to deal with resistance here, too. 	
